2026-05-17 18:20:36 | ERROR    | ayumi.pid_guard | Another forward test process is running (PID 720166). Refusing to start. Kill it first or remove /home/TacoPants/projects/Ayumi/data/forward_test.pid.
2026-05-17 20:10:54 | INFO     | ayumi.forward_test | Open API spot feed connected for ['GBPUSD', 'USDJPY']
2026-05-17 20:10:55 | INFO     | ayumi.openapi_spot_feed | Fetched 50 trendbars for GBPUSD 60m
2026-05-17 20:10:55 | INFO     | ayumi.forward_test | Preloaded 50 bars into key 'GBPUSD:60'
2026-05-17 20:10:55 | INFO     | ayumi.forward_test | Preloaded 50 bars for GBPUSD 60m
2026-05-17 20:10:56 | INFO     | ayumi.openapi_spot_feed | Fetched 50 trendbars for GBPUSD 15m
2026-05-17 20:10:56 | INFO     | ayumi.forward_test | Preloaded 50 bars into key 'GBPUSD:15'
2026-05-17 20:10:56 | INFO     | ayumi.forward_test | Preloaded 50 bars for GBPUSD 15m
2026-05-17 20:10:57 | INFO     | ayumi.openapi_spot_feed | Fetched 50 trendbars for USDJPY 60m
2026-05-17 20:10:57 | INFO     | ayumi.forward_test | Preloaded 50 bars into key 'USDJPY:60'
2026-05-17 20:10:57 | INFO     | ayumi.forward_test | Preloaded 50 bars for USDJPY 60m
2026-05-17 20:10:58 | INFO     | ayumi.openapi_spot_feed | Fetched 50 trendbars for USDJPY 15m
2026-05-17 20:10:58 | INFO     | ayumi.forward_test | Preloaded 50 bars into key 'USDJPY:15'
2026-05-17 20:10:58 | INFO     | ayumi.forward_test | Preloaded 50 bars for USDJPY 15m
2026-05-17 20:10:58 | INFO     | ayumi.forward_test | Bar preloading complete
2026-05-17 20:10:58 | INFO     | ayumi.forward_test | Forward test started: symbols=['GBPUSD', 'USDJPY'] strategies=['SRMR+', 'Killzone Momentum', 'Donchian Channel Breakout', 'Session-Range Mean Reversion', 'BB+RSI Mean Reversion', 'Session Breakout London', 'Session Breakout NY', 'Session Breakout Asian'] mode=PAPER eval_interval=1.0s bar_period=60m
2026-05-17 20:10:58 | INFO     | ayumi.forward_test | [B5 Startup] Strategy list: ['SRMR+', 'Killzone Momentum', 'Donchian Channel Breakout', 'Session-Range Mean Reversion', 'BB+RSI Mean Reversion', 'Session Breakout London', 'Session Breakout NY', 'Session Breakout Asian']
2026-05-17 20:10:58 | INFO     | ayumi.forward_test | [B5 Startup] Symbols: ['GBPUSD', 'USDJPY']
2026-05-17 20:10:58 | INFO     | ayumi.forward_test | [B5 Startup] Bar period: 60m
2026-05-17 20:10:58 | INFO     | ayumi.forward_test | [B5 Startup] Min confidence: 0.50
2026-05-17 20:10:58 | INFO     | ayumi.forward_test | [B5 Startup] Min bars for evaluation: 50
2026-05-17 20:10:58 | INFO     | ayumi.forward_test | [B5 Startup] Strategy timeframes: {'SRMR+': 60, 'Killzone Momentum': 15, 'Donchian Channel Breakout': 15, 'Session-Range Mean Reversion': 60, 'BB+RSI Mean Reversion': 60, 'Session Breakout London': 15, 'Session Breakout NY': 15, 'Session Breakout Asian': 15}
2026-05-17 20:10:58 | INFO     | ayumi.forward_test | [B5 Startup] Required timeframes: [15, 60]
2026-05-17 20:11:02 | INFO     | ayumi.forward_test | Shutdown signal received (sig=15)
2026-05-17 20:11:02 | INFO     | ayumi.openapi_spot_feed | Unsubscribed from spot events for symbol_id=2
2026-05-17 20:11:02 | INFO     | ayumi.openapi_spot_feed | Unsubscribed from spot events for symbol_id=4
2026-05-17 20:11:02 | INFO     | ayumi.openapi_spot_feed | OpenApiSpotFeed stopped
2026-05-17 20:11:02 | INFO     | ayumi.forward_test | Forward test stopped: balance=10000.00 trades=0 pnl=0.00 errors=0 reconnects=0
2026-05-17 20:11:02 | WARNING  | ayumi.openapi_spot_feed | Disconnected: [Failure instance: Traceback (failure with no frames): <class 'twisted.internet.error.ConnectionDone'>: Connection was closed cleanly.
]
2026-05-17 20:11:27 | INFO     | ayumi.pid_guard | PID 3041078 written to /home/TacoPants/projects/Ayumi/data/forward_test.pid
2026-05-17 20:11:27 | INFO     | ayumi.blend_launcher | === Ayumi Multi-Strategy Forward Test (Blend Pipeline) ===
2026-05-17 20:11:27 | INFO     | ayumi.blend_launcher | Symbols: ['GBPUSD', 'USDJPY']
2026-05-17 20:11:30 | WARNING  | ayumi.blend_launcher | Could not fetch symbol list from OpenAPI: 'CTraderOpenApiClient' object has no attribute 'get_symbols' — using static mapping
2026-05-17 20:11:30 | INFO     | ayumi.blend_launcher | Fetching 100 H1 bars for GBPUSD (id=2)...
2026-05-17 20:11:32 | INFO     | ayumi.blend_launcher | Fetched 100 H1 bars for GBPUSD
2026-05-17 20:11:32 | INFO     | ayumi.blend_launcher | Fetching 200 M15 bars for GBPUSD (id=2)...
2026-05-17 20:11:34 | INFO     | ayumi.blend_launcher | Fetched 200 M15 bars for GBPUSD
2026-05-17 20:11:34 | INFO     | ayumi.blend_launcher | Fetching 100 H1 bars for USDJPY (id=4)...
2026-05-17 20:11:36 | INFO     | ayumi.blend_launcher | Fetched 100 H1 bars for USDJPY
2026-05-17 20:11:36 | INFO     | ayumi.blend_launcher | Fetching 200 M15 bars for USDJPY (id=4)...
2026-05-17 20:11:38 | INFO     | ayumi.blend_launcher | Fetched 200 M15 bars for USDJPY
2026-05-17 20:11:38 | INFO     | ayumi.blend_launcher | Registered 8 strategies: ['SRMR+', 'Killzone Momentum', 'Donchian Channel Breakout', 'Session-Range Mean Reversion', 'BB+RSI Mean Reversion', 'Session Breakout London', 'Session Breakout NY', 'Session Breakout Asian']
2026-05-17 20:11:38 | INFO     | ayumi.blend_launcher | All strategy .name properties verified against maps
2026-05-17 20:11:38 | INFO     | ayumi.risk | Restored risk state from data/risk_state_blend.json
2026-05-17 20:11:38 | INFO     | ayumi.forward_test | BlendForwardTestRunner started — balance=$10000.00
2026-05-17 20:11:38 | INFO     | ayumi.forward_test | Preloaded 100 bars into key 'GBPUSD:60'
2026-05-17 20:11:38 | INFO     | ayumi.blend_launcher | Preloaded 100 60min bars for GBPUSD into engine
2026-05-17 20:11:38 | INFO     | ayumi.forward_test | Preloaded 200 bars into key 'GBPUSD:15'
2026-05-17 20:11:38 | INFO     | ayumi.blend_launcher | Preloaded 200 15min bars for GBPUSD into engine
2026-05-17 20:11:38 | INFO     | ayumi.forward_test | Preloaded 100 bars into key 'USDJPY:60'
2026-05-17 20:11:38 | INFO     | ayumi.blend_launcher | Preloaded 100 60min bars for USDJPY into engine
2026-05-17 20:11:38 | INFO     | ayumi.forward_test | Preloaded 200 bars into key 'USDJPY:15'
2026-05-17 20:11:38 | INFO     | ayumi.blend_launcher | Preloaded 200 15min bars for USDJPY into engine
2026-05-17 20:11:38 | INFO     | ayumi.blend_launcher | === STARTING MULTI-STRATEGY FORWARD TEST ===
2026-05-17 20:11:38 | INFO     | ayumi.blend_launcher | Pipeline: SRMR+ + Killzone + Momentum + SessionRangeMR → Correlation Gate → Blend Runner → Paper
2026-05-17 20:11:38 | INFO     | ayumi.blend_launcher | Startup diagnostic: strategies=['SRMR+', 'Killzone Momentum', 'Donchian Channel Breakout', 'Session-Range Mean Reversion', 'BB+RSI Mean Reversion', 'Session Breakout London', 'Session Breakout NY', 'Session Breakout Asian']
2026-05-17 20:11:38 | INFO     | ayumi.blend_launcher | Startup diagnostic: symbols=['GBPUSD', 'USDJPY']
2026-05-17 20:11:38 | INFO     | ayumi.blend_launcher | Startup diagnostic: bar_period=60m, min_confidence=0.50
2026-05-17 20:11:38 | INFO     | ayumi.blend_launcher | Startup diagnostic: strategy_timeframes={'SRMR+': 60, 'Killzone Momentum': 15, 'Donchian Channel Breakout': 15, 'Session-Range Mean Reversion': 60, 'BB+RSI Mean Reversion': 60, 'Session Breakout London': 15, 'Session Breakout NY': 15, 'Session Breakout Asian': 15}
2026-05-17 20:11:38 | WARNING  | ayumi.forward_test | Credential validation: sender_comp_id is empty — may cause FIX logon failure
2026-05-17 20:11:38 | INFO     | ayumi.openapi_spot_feed | Connected to demo.ctraderapi.com:5035
2026-05-17 20:11:39 | INFO     | ayumi.openapi_spot_feed | Application authenticated
2026-05-17 20:11:40 | INFO     | ayumi.openapi_spot_feed | No token lifetime from server — defaulting to 86400s
2026-05-17 20:11:40 | INFO     | ayumi.openapi_spot_feed | Scheduling proactive token refresh in 69120s (token lifetime=86400s)
2026-05-17 20:11:40 | INFO     | ayumi.openapi_spot_feed | Account authenticated
2026-05-17 20:11:40 | INFO     | ayumi.openapi_spot_feed | Requesting symbol list for account 46877902
2026-05-17 20:11:41 | INFO     | ayumi.openapi_spot_feed | Loaded 830 symbol name mappings from API
2026-05-17 20:11:41 | INFO     | ayumi.openapi_spot_feed | Pre-fetching details for GBPUSD (id=2)
2026-05-17 20:11:42 | INFO     | ayumi.openapi_spot_feed | Fetched symbol details: id=2 digits=5
2026-05-17 20:11:42 | INFO     | ayumi.openapi_spot_feed | Pre-fetching details for USDJPY (id=4)
2026-05-17 20:11:43 | INFO     | ayumi.openapi_spot_feed | Fetched symbol details: id=4 digits=3
2026-05-17 20:11:43 | INFO     | ayumi.openapi_spot_feed | Subscribed to spot events for symbol_id=2
2026-05-17 20:11:43 | INFO     | ayumi.openapi_spot_feed | Subscribed to spot events for symbol_id=4
2026-05-17 20:11:43 | INFO     | ayumi.openapi_spot_feed | OpenApiSpotFeed started: account=46877902 symbols_loaded=2
2026-05-17 20:11:43 | INFO     | ayumi.forward_test | Open API spot feed connected for ['GBPUSD', 'USDJPY']
2026-05-17 20:11:44 | INFO     | ayumi.openapi_spot_feed | Fetched 50 trendbars for GBPUSD 60m
2026-05-17 20:11:44 | INFO     | ayumi.forward_test | Preloaded 50 bars into key 'GBPUSD:60'
2026-05-17 20:11:44 | INFO     | ayumi.forward_test | Preloaded 50 bars for GBPUSD 60m
2026-05-17 20:11:45 | INFO     | ayumi.openapi_spot_feed | Fetched 50 trendbars for GBPUSD 15m
2026-05-17 20:11:45 | INFO     | ayumi.forward_test | Preloaded 50 bars into key 'GBPUSD:15'
2026-05-17 20:11:45 | INFO     | ayumi.forward_test | Preloaded 50 bars for GBPUSD 15m
2026-05-17 20:11:45 | INFO     | ayumi.blend_launcher | Shutdown signal — stopping engine...
2026-05-17 20:11:45 | INFO     | ayumi.risk | Saved risk state to data/risk_state_blend.json
2026-05-17 20:11:45 | INFO     | ayumi.forward_test | BlendForwardTestRunner stopped — balance=$10000.00
2026-05-17 20:11:45 | INFO     | ayumi.pid_guard | PID file /home/TacoPants/projects/Ayumi/data/forward_test.pid removed
2026-05-17 20:11:52 | INFO     | ayumi.forward_test | [B5 Periodic] ticks=2 bars_built=0 signals=0 traded=0 eval_errors=0
2026-05-17 20:11:52 | WARNING  | ayumi.forward_test | [B5 Pipeline] 2 ticks received but 0 bars built — tick-to-bar conversion may be stalled
2026-05-17 20:11:52 | INFO     | ayumi.blend_launcher | [B5 Health] ticks=2 tps=1950.84 bars=0 signals=0 trades=0 balance=10000.00 uptime=5701s
2026-05-17 20:11:52 | WARNING  | ayumi.blend_launcher | [B5 Pipeline] Ticks received (2) but zero bars built — tick-to-bar pipeline may be stalled
2026-05-17 20:11:58 | INFO     | ayumi.blend_launcher | [B5 Health] ticks=2 tps=990.16 bars=4 signals=0 trades=0 balance=10000.00 uptime=60s
2026-05-17 20:12:37 | INFO     | ayumi.pid_guard | PID 3041437 written to /home/TacoPants/projects/Ayumi/data/forward_test.pid
2026-05-17 20:12:37 | INFO     | ayumi.blend_launcher | === Ayumi Multi-Strategy Forward Test (Blend Pipeline) ===
2026-05-17 20:12:37 | INFO     | ayumi.blend_launcher | Symbols: ['GBPUSD', 'USDJPY']
2026-05-17 20:12:39 | WARNING  | ayumi.blend_launcher | Could not fetch symbol list from OpenAPI: 'CTraderOpenApiClient' object has no attribute 'get_symbols' — using static mapping
2026-05-17 20:12:39 | INFO     | ayumi.blend_launcher | Fetching 100 H1 bars for GBPUSD (id=2)...
2026-05-17 20:12:41 | INFO     | ayumi.blend_launcher | Fetched 100 H1 bars for GBPUSD
2026-05-17 20:12:41 | INFO     | ayumi.blend_launcher | Fetching 200 M15 bars for GBPUSD (id=2)...
2026-05-17 20:12:43 | INFO     | ayumi.blend_launcher | Fetched 200 M15 bars for GBPUSD
2026-05-17 20:12:43 | INFO     | ayumi.blend_launcher | Fetching 100 H1 bars for USDJPY (id=4)...
2026-05-17 20:12:45 | INFO     | ayumi.blend_launcher | Fetched 100 H1 bars for USDJPY
2026-05-17 20:12:45 | INFO     | ayumi.blend_launcher | Fetching 200 M15 bars for USDJPY (id=4)...
2026-05-17 20:12:47 | INFO     | ayumi.blend_launcher | Fetched 200 M15 bars for USDJPY
2026-05-17 20:12:47 | INFO     | ayumi.blend_launcher | Registered 8 strategies: ['SRMR+', 'Killzone Momentum', 'Donchian Channel Breakout', 'Session-Range Mean Reversion', 'BB+RSI Mean Reversion', 'Session Breakout London', 'Session Breakout NY', 'Session Breakout Asian']
2026-05-17 20:12:47 | INFO     | ayumi.blend_launcher | All strategy .name properties verified against maps
2026-05-17 20:12:47 | INFO     | ayumi.risk | Restored risk state from data/risk_state_blend.json
2026-05-17 20:12:47 | INFO     | ayumi.forward_test | BlendForwardTestRunner started — balance=$10000.00
2026-05-17 20:12:47 | INFO     | ayumi.forward_test | Preloaded 100 bars into key 'GBPUSD:60'
2026-05-17 20:12:47 | INFO     | ayumi.blend_launcher | Preloaded 100 60min bars for GBPUSD into engine
2026-05-17 20:12:47 | INFO     | ayumi.forward_test | Preloaded 200 bars into key 'GBPUSD:15'
2026-05-17 20:12:47 | INFO     | ayumi.blend_launcher | Preloaded 200 15min bars for GBPUSD into engine
2026-05-17 20:12:47 | INFO     | ayumi.forward_test | Preloaded 100 bars into key 'USDJPY:60'
2026-05-17 20:12:47 | INFO     | ayumi.blend_launcher | Preloaded 100 60min bars for USDJPY into engine
2026-05-17 20:12:47 | INFO     | ayumi.forward_test | Preloaded 200 bars into key 'USDJPY:15'
2026-05-17 20:12:47 | INFO     | ayumi.blend_launcher | Preloaded 200 15min bars for USDJPY into engine
2026-05-17 20:12:47 | INFO     | ayumi.blend_launcher | === STARTING MULTI-STRATEGY FORWARD TEST ===
2026-05-17 20:12:47 | INFO     | ayumi.blend_launcher | Pipeline: SRMR+ + Killzone + Momentum + SessionRangeMR → Correlation Gate → Blend Runner → Paper
2026-05-17 20:12:47 | INFO     | ayumi.blend_launcher | Startup diagnostic: strategies=['SRMR+', 'Killzone Momentum', 'Donchian Channel Breakout', 'Session-Range Mean Reversion', 'BB+RSI Mean Reversion', 'Session Breakout London', 'Session Breakout NY', 'Session Breakout Asian']
2026-05-17 20:12:47 | INFO     | ayumi.blend_launcher | Startup diagnostic: symbols=['GBPUSD', 'USDJPY']
2026-05-17 20:12:47 | INFO     | ayumi.blend_launcher | Startup diagnostic: bar_period=60m, min_confidence=0.50
2026-05-17 20:12:47 | INFO     | ayumi.blend_launcher | Startup diagnostic: strategy_timeframes={'SRMR+': 60, 'Killzone Momentum': 15, 'Donchian Channel Breakout': 15, 'Session-Range Mean Reversion': 60, 'BB+RSI Mean Reversion': 60, 'Session Breakout London': 15, 'Session Breakout NY': 15, 'Session Breakout Asian': 15}
2026-05-17 20:12:47 | WARNING  | ayumi.forward_test | Credential validation: sender_comp_id is empty — may cause FIX logon failure
2026-05-17 20:12:47 | INFO     | ayumi.forward_test | OpenApiLiveClient constructed for live_mode
2026-05-17 20:12:47 | INFO     | ayumi.openapi_spot_feed | Connected to demo.ctraderapi.com:5035
2026-05-17 20:12:49 | INFO     | ayumi.openapi_spot_feed | Application authenticated
2026-05-17 20:12:50 | INFO     | ayumi.openapi_spot_feed | No token lifetime from server — defaulting to 86400s
2026-05-17 20:12:50 | INFO     | ayumi.openapi_spot_feed | Scheduling proactive token refresh in 69120s (token lifetime=86400s)
2026-05-17 20:12:50 | INFO     | ayumi.openapi_spot_feed | Account authenticated
2026-05-17 20:12:50 | INFO     | ayumi.openapi_spot_feed | Requesting symbol list for account 46877902
2026-05-17 20:12:51 | INFO     | ayumi.openapi_spot_feed | Loaded 830 symbol name mappings from API
2026-05-17 20:12:51 | INFO     | ayumi.openapi_spot_feed | Pre-fetching details for GBPUSD (id=2)
2026-05-17 20:12:52 | INFO     | ayumi.openapi_spot_feed | Fetched symbol details: id=2 digits=5
2026-05-17 20:12:52 | INFO     | ayumi.openapi_spot_feed | Pre-fetching details for USDJPY (id=4)
2026-05-17 20:12:52 | INFO     | ayumi.forward_test | [B5 Periodic] ticks=2 bars_built=0 signals=0 traded=0 eval_errors=0
2026-05-17 20:12:52 | WARNING  | ayumi.forward_test | [B5 Pipeline] 2 ticks received but 0 bars built — tick-to-bar conversion may be stalled
2026-05-17 20:12:52 | INFO     | ayumi.blend_launcher | [B5 Health] ticks=2 tps=1950.84 bars=0 signals=0 trades=0 balance=10000.00 uptime=5761s
2026-05-17 20:12:52 | WARNING  | ayumi.blend_launcher | [B5 Pipeline] Ticks received (2) but zero bars built — tick-to-bar pipeline may be stalled
2026-05-17 20:12:53 | INFO     | ayumi.openapi_spot_feed | Fetched symbol details: id=4 digits=3
2026-05-17 20:12:53 | INFO     | ayumi.openapi_spot_feed | Subscribed to spot events for symbol_id=2
2026-05-17 20:12:53 | INFO     | ayumi.openapi_spot_feed | Subscribed to spot events for symbol_id=4
2026-05-17 20:12:53 | INFO     | ayumi.openapi_spot_feed | OpenApiSpotFeed started: account=46877902 symbols_loaded=2
2026-05-17 20:12:53 | INFO     | ayumi.forward_test | Open API spot feed connected for ['GBPUSD', 'USDJPY']
2026-05-17 20:12:53 | INFO     | ayumi.openapi_live_client | [OpenApiLiveClient] Symbol map set: 830 entries
2026-05-17 20:12:53 | INFO     | ayumi.openapi_live_client | [OpenApiLiveClient] Riding on spot feed's authenticated connection
2026-05-17 20:12:53 | INFO     | ayumi.forward_test | OpenApiLiveClient connected — live mode active
2026-05-17 20:12:54 | INFO     | ayumi.openapi_spot_feed | Fetched 50 trendbars for GBPUSD 60m
2026-05-17 20:12:54 | INFO     | ayumi.forward_test | Preloaded 50 bars into key 'GBPUSD:60'
2026-05-17 20:12:54 | INFO     | ayumi.forward_test | Preloaded 50 bars for GBPUSD 60m
2026-05-17 20:12:55 | INFO     | ayumi.openapi_spot_feed | Fetched 50 trendbars for GBPUSD 15m
2026-05-17 20:12:55 | INFO     | ayumi.forward_test | Preloaded 50 bars into key 'GBPUSD:15'
2026-05-17 20:12:55 | INFO     | ayumi.forward_test | Preloaded 50 bars for GBPUSD 15m
2026-05-17 20:12:56 | INFO     | ayumi.openapi_spot_feed | Fetched 50 trendbars for USDJPY 60m
2026-05-17 20:12:56 | INFO     | ayumi.forward_test | Preloaded 50 bars into key 'USDJPY:60'
2026-05-17 20:12:56 | INFO     | ayumi.forward_test | Preloaded 50 bars for USDJPY 60m
2026-05-17 20:12:57 | INFO     | ayumi.openapi_spot_feed | Fetched 50 trendbars for USDJPY 15m
2026-05-17 20:12:57 | INFO     | ayumi.forward_test | Preloaded 50 bars into key 'USDJPY:15'
2026-05-17 20:12:57 | INFO     | ayumi.forward_test | Preloaded 50 bars for USDJPY 15m
2026-05-17 20:12:57 | INFO     | ayumi.forward_test | Bar preloading complete
2026-05-17 20:12:57 | INFO     | ayumi.forward_test | Forward test started: symbols=['GBPUSD', 'USDJPY'] strategies=['SRMR+', 'Killzone Momentum', 'Donchian Channel Breakout', 'Session-Range Mean Reversion', 'BB+RSI Mean Reversion', 'Session Breakout London', 'Session Breakout NY', 'Session Breakout Asian'] mode=LIVE eval_interval=1.0s bar_period=60m
2026-05-17 20:12:57 | INFO     | ayumi.forward_test | [B5 Startup] Strategy list: ['SRMR+', 'Killzone Momentum', 'Donchian Channel Breakout', 'Session-Range Mean Reversion', 'BB+RSI Mean Reversion', 'Session Breakout London', 'Session Breakout NY', 'Session Breakout Asian']
2026-05-17 20:12:57 | INFO     | ayumi.forward_test | [B5 Startup] Symbols: ['GBPUSD', 'USDJPY']
2026-05-17 20:12:57 | INFO     | ayumi.forward_test | [B5 Startup] Bar period: 60m
2026-05-17 20:12:57 | INFO     | ayumi.forward_test | [B5 Startup] Min confidence: 0.50
2026-05-17 20:12:57 | INFO     | ayumi.forward_test | [B5 Startup] Min bars for evaluation: 50
2026-05-17 20:12:57 | INFO     | ayumi.forward_test | [B5 Startup] Strategy timeframes: {'SRMR+': 60, 'Killzone Momentum': 15, 'Donchian Channel Breakout': 15, 'Session-Range Mean Reversion': 60, 'BB+RSI Mean Reversion': 60, 'Session Breakout London': 15, 'Session Breakout NY': 15, 'Session Breakout Asian': 15}
2026-05-17 20:12:57 | INFO     | ayumi.forward_test | [B5 Startup] Required timeframes: [15, 60]
2026-05-17 20:12:58 | INFO     | ayumi.blend_launcher | [B5 Health] ticks=2 tps=990.16 bars=4 signals=0 trades=0 balance=10000.00 uptime=120s
2026-05-17 20:13:52 | INFO     | ayumi.forward_test | [B5 Periodic] ticks=2 bars_built=0 signals=0 traded=0 eval_errors=0
2026-05-17 20:13:52 | WARNING  | ayumi.forward_test | [B5 Pipeline] 2 ticks received but 0 bars built — tick-to-bar conversion may be stalled
2026-05-17 20:13:52 | INFO     | ayumi.blend_launcher | [B5 Health] ticks=2 tps=1950.84 bars=0 signals=0 trades=0 balance=10000.00 uptime=5821s
2026-05-17 20:13:52 | WARNING  | ayumi.blend_launcher | [B5 Pipeline] Ticks received (2) but zero bars built — tick-to-bar pipeline may be stalled
2026-05-17 20:13:57 | INFO     | ayumi.forward_test | [B5 Periodic] ticks=2 bars_built=0 signals=0 traded=0 eval_errors=0
2026-05-17 20:13:57 | WARNING  | ayumi.forward_test | [B5 Pipeline] 2 ticks received but 0 bars built — tick-to-bar conversion may be stalled
2026-05-17 20:13:57 | INFO     | ayumi.blend_launcher | [B5 Health] ticks=2 tps=2030.65 bars=0 signals=0 trades=0 balance=10000.00 uptime=60s
2026-05-17 20:13:57 | WARNING  | ayumi.blend_launcher | [B5 Pipeline] Ticks received (2) but zero bars built — tick-to-bar pipeline may be stalled
2026-05-17 20:13:58 | INFO     | ayumi.blend_launcher | [B5 Health] ticks=2 tps=990.16 bars=4 signals=0 trades=0 balance=10000.00 uptime=180s
2026-05-17 20:14:52 | INFO     | ayumi.forward_test | [B5 Periodic] ticks=2 bars_built=0 signals=0 traded=0 eval_errors=0
2026-05-17 20:14:52 | WARNING  | ayumi.forward_test | [B5 Pipeline] 2 ticks received but 0 bars built — tick-to-bar conversion may be stalled
2026-05-17 20:14:52 | INFO     | ayumi.blend_launcher | [B5 Health] ticks=2 tps=1950.84 bars=0 signals=0 trades=0 balance=10000.00 uptime=5881s
2026-05-17 20:14:52 | WARNING  | ayumi.blend_launcher | [B5 Pipeline] Ticks received (2) but zero bars built — tick-to-bar pipeline may be stalled
2026-05-17 20:14:57 | INFO     | ayumi.forward_test | [B5 Periodic] ticks=2 bars_built=0 signals=0 traded=0 eval_errors=0
2026-05-17 20:14:57 | WARNING  | ayumi.forward_test | [B5 Pipeline] 2 ticks received but 0 bars built — tick-to-bar conversion may be stalled
2026-05-17 20:14:57 | INFO     | ayumi.blend_launcher | [B5 Health] ticks=2 tps=2030.65 bars=0 signals=0 trades=0 balance=10000.00 uptime=120s
2026-05-17 20:14:57 | WARNING  | ayumi.blend_launcher | [B5 Pipeline] Ticks received (2) but zero bars built — tick-to-bar pipeline may be stalled
2026-05-17 20:14:58 | INFO     | ayumi.blend_launcher | [B5 Health] ticks=2 tps=990.16 bars=4 signals=0 trades=0 balance=10000.00 uptime=240s
2026-05-17 20:15:52 | INFO     | ayumi.forward_test | [B5 Periodic] ticks=2 bars_built=0 signals=0 traded=0 eval_errors=0
2026-05-17 20:15:52 | WARNING  | ayumi.forward_test | [B5 Pipeline] 2 ticks received but 0 bars built — tick-to-bar conversion may be stalled
2026-05-17 20:15:52 | INFO     | ayumi.blend_launcher | [B5 Health] ticks=2 tps=1950.84 bars=0 signals=0 trades=0 balance=10000.00 uptime=5941s
2026-05-17 20:15:52 | WARNING  | ayumi.blend_launcher | [B5 Pipeline] Ticks received (2) but zero bars built — tick-to-bar pipeline may be stalled
2026-05-17 20:15:57 | INFO     | ayumi.forward_test | [B5 Periodic] ticks=2 bars_built=0 signals=0 traded=0 eval_errors=0
2026-05-17 20:15:57 | WARNING  | ayumi.forward_test | [B5 Pipeline] 2 ticks received but 0 bars built — tick-to-bar conversion may be stalled
2026-05-17 20:15:57 | INFO     | ayumi.blend_launcher | [B5 Health] ticks=2 tps=2030.65 bars=0 signals=0 trades=0 balance=10000.00 uptime=180s
2026-05-17 20:15:57 | WARNING  | ayumi.blend_launcher | [B5 Pipeline] Ticks received (2) but zero bars built — tick-to-bar pipeline may be stalled
2026-05-17 20:15:58 | INFO     | ayumi.blend_launcher | [B5 Health] ticks=2 tps=990.16 bars=4 signals=0 trades=0 balance=10000.00 uptime=300s
2026-05-17 20:16:52 | INFO     | ayumi.forward_test | [B5 Periodic] ticks=2 bars_built=0 signals=0 traded=0 eval_errors=0
2026-05-17 20:16:52 | WARNING  | ayumi.forward_test | [B5 Pipeline] 2 ticks received but 0 bars built — tick-to-bar conversion may be stalled
2026-05-17 20:16:52 | INFO     | ayumi.blend_launcher | [B5 Health] ticks=2 tps=1950.84 bars=0 signals=0 trades=0 balance=10000.00 uptime=6001s
2026-05-17 20:16:52 | WARNING  | ayumi.blend_launcher | [B5 Pipeline] Ticks received (2) but zero bars built — tick-to-bar pipeline may be stalled
2026-05-17 20:16:57 | INFO     | ayumi.forward_test | [B5 Periodic] ticks=2 bars_built=0 signals=0 traded=0 eval_errors=0
2026-05-17 20:16:57 | WARNING  | ayumi.forward_test | [B5 Pipeline] 2 ticks received but 0 bars built — tick-to-bar conversion may be stalled
2026-05-17 20:16:57 | INFO     | ayumi.blend_launcher | [B5 Health] ticks=2 tps=2030.65 bars=0 signals=0 trades=0 balance=10000.00 uptime=240s
2026-05-17 20:16:57 | WARNING  | ayumi.blend_launcher | [B5 Pipeline] Ticks received (2) but zero bars built — tick-to-bar pipeline may be stalled
2026-05-17 20:16:58 | INFO     | ayumi.blend_launcher | [B5 Health] ticks=2 tps=990.16 bars=4 signals=0 trades=0 balance=10000.00 uptime=360s
2026-05-17 20:17:52 | INFO     | ayumi.forward_test | [B5 Periodic] ticks=2 bars_built=0 signals=0 traded=0 eval_errors=0
2026-05-17 20:17:52 | WARNING  | ayumi.forward_test | [B5 Pipeline] 2 ticks received but 0 bars built — tick-to-bar conversion may be stalled
2026-05-17 20:17:52 | INFO     | ayumi.blend_launcher | [B5 Health] ticks=2 tps=1950.84 bars=0 signals=0 trades=0 balance=10000.00 uptime=6061s
2026-05-17 20:17:52 | WARNING  | ayumi.blend_launcher | [B5 Pipeline] Ticks received (2) but zero bars built — tick-to-bar pipeline may be stalled
2026-05-17 20:17:57 | INFO     | ayumi.forward_test | [B5 Periodic] ticks=2 bars_built=0 signals=0 traded=0 eval_errors=0
2026-05-17 20:17:57 | WARNING  | ayumi.forward_test | [B5 Pipeline] 2 ticks received but 0 bars built — tick-to-bar conversion may be stalled
2026-05-17 20:17:57 | INFO     | ayumi.blend_launcher | [B5 Health] ticks=2 tps=2030.65 bars=0 signals=0 trades=0 balance=10000.00 uptime=300s
2026-05-17 20:17:57 | WARNING  | ayumi.blend_launcher | [B5 Pipeline] Ticks received (2) but zero bars built — tick-to-bar pipeline may be stalled
2026-05-17 20:17:58 | INFO     | ayumi.blend_launcher | [B5 Health] ticks=2 tps=990.16 bars=4 signals=0 trades=0 balance=10000.00 uptime=420s
2026-05-17 20:18:52 | INFO     | ayumi.forward_test | [B5 Periodic] ticks=2 bars_built=0 signals=0 traded=0 eval_errors=0
2026-05-17 20:18:52 | WARNING  | ayumi.forward_test | [B5 Pipeline] 2 ticks received but 0 bars built — tick-to-bar conversion may be stalled
